category,city,email,name,phones,products,site,social
Чёрный металлопрокат,Костромская область,,Костромской филиал ПАО Тнмк,+7 (4942) 46-18-38,,tnmk-kostroma.ru,
Чёрный металлопрокат,Костромская область,,МК-Эталон,8 (800) 234-30-89,,ze-ma.ru,https://vk.com/zema_su
Чёрный металлопрокат,Костромская область,,Новый ковчег,+7 (4942) 32-51-55,,nk44.ru,https://www.youtube.com/channel/UCgpCfngtuTgPSVuJ5ZmMFtw/
Чёрный металлопрокат,Костромская область,,Метком,+7 (960) 532-15-15,,,
Строительные материалы,Костромская область,,Кровля и Изоляция,+7 (4942) 46-13-26,,kostroma.ts-krovizol.ru,https://www.facebook.com/krovizol2015
Строительные материалы,Костромская область,,Производственная компания МТИ,+7 (910) 370-42-06,,zaomti.com,
Строительные материалы,Костромская область,,Кенгуру,8 (800) 100-33-12,,kostroma.kenguru.ru,"https://ok.ru/kengurumag,https://t.me/kengurumag,https://viber.click/79508891843,https://vk.com/kengurumag,https://wa.me/79508891843,https://www.facebook.com/kengurumag,https://www.instagram.com/kengurumag,https://www.youtube.com/channel/UCKgV8-8DoRr8vxLLDtlUupA"
Строительные материалы,Костромская область,,Теплоблок44,+7 (4942) 49-94-03,,www.teploblok44.ru,
Строительные материалы,Костромская область,,Костромской силикатный завод,+7 (4942) 33-00-33,,www.silikat.ru,http://vk.com/clubsilikat44
Строительные материалы,Костромская область,,Костромастрой-неруд,+7 (4942) 49-91-33,"Песок строительный,Щебень фр.5/20",ks-nerud.ru,https://www.instagram.com/ksn.kostromastroinerud
Строительные материалы,Костромская область,,Главснаб,+7 (4942) 49-35-35,,glavsnab.com,"https://vk.com/glavsnab44,https://www.facebook.com/Главснаб-453169675432148/,https://www.instagram.com/_glavsnab_"
Строительные материалы,Костромская область,,Пегас,+7 (4942) 53-01-12,,1000m44.ru,"https://vk.com/magazin1000,https://www.facebook.com/1000m44/"
Строительные материалы,Костромская область,,СтройОптТорг,+7 (4942) 43-10-51,,,
Строительные материалы,Костромская область,,Костромской завод строительных материалов,8 (800) 550-00-56,,thermocube.ru,"https://facebook.com/thermocube-1451140301868234,https://vk.com/public95914698"
Строительные материалы,Костромская область,,Аксон,8 (800) 100-49-00,,akson.ru,"http://www.facebook.com/Akson.ru,https://ok.ru/akson.ru,https://vk.com/akson_ru"
Торгово-производственная компания,Костромская область,,Костромской промышленный комбинат,+7 (4942) 46-78-88,Металлообработка,kosprom.com,"https://www.facebook.com/kospromcom,https://www.instagram.com/kospromcom/"
Торгово-производственная компания,Костромская область,,Торгово-производственная компания Золотой лев,+7 (4942) 43-33-61,,,
Торгово-производственная компания,Костромская область,,Производственная компания Веос,+7 (953) 655-31-60,,veostorg.ru,https://vk.com/public198064338
Торгово-производственная компания,Костромская область,,Пекуша,,,,
Торгово-производственная компания,Костромская область,,Костромская,+7 (930) 390-43-14,,zhiletoptom.ru,
Торгово-производственная компания,Костромская область,,Торгово-производственная компания МолПром,+7 (4942) 42-44-85,,,
Торгово-производственная компания,Костромская область,,Торгово-производственная компания Унипром,+7 (4942) 22-40-64,,,
Строительная компания,Костромская область,,Скорпион+,+7 (903) 898-27-60,,,
Строительная компания,Костромская область,,Армада,,,,
Строительная компания,Костромская область,,Строй комплект,+7 (915) 901-14-88,,,
Строительная компания,Костромская область,,Чухломская усадьба,+7 (903) 899-98-51,,44srub.ru,"http://facebook.com/44srub.ru,http://ok.ru/chuhloma44,https://www.instagram.com/44srub/,https://www.youtube.com/channel/UCkOhEqgTGiae6w2BefU5YwQ"
Строительная компания,Костромская область,,МастерМай,+7 (915) 915-68-48,,mastermay.ru,http://www.facebook.com/mastermay.ru
Строительная компания,Костромская область,,Монтажтехстрой,,,,
Строительная компания,Костромская область,,Стройкострома,+7 (967) 684-17-85,,стройкострома.рф,
Строительная компания,Костромская область,,СБК 44,+7 (910) 957-36-80,,sbk44.ru,"https://ok.ru/profile/580534460559,https://twitter.com/Dom_iz_Brusa,https://vk.com/dom_iz_brusa_sbk,https://www.facebook.com/groups/1674188342849100,https://www.instagram.com/dom_iz_brusa_sbk,https://www.youtube.com/channel/UCW-4VngUIzwEK8U2wK_KaKg"
Строительная компания,Костромская область,,Стронг,+7 (4942) 42-21-23,,strong-gk.ru,"https://viber.click/89203989350,https://vk.com/stronggk"
Строительная компания,Костромская область,,КостромаСтрой,+7 (910) 370-66-88,,kostromastroi.com,
Строительная компания,Костромская область,,Древгород,+7 (915) 909-24-56,,drevgorod.ru,"https://viber.click/79159092456,https://wa.me/79159092456,https://www.youtube.com/channel/UCbkHnpSuL6we4ABzOnRCWqg"
Металлопрокат,Костромская область,,Броксталь,+7 (8362) 32-62-65,,yola.broksteel12.ru,"https://vk.com/broksteelru,https://www.facebook.com/broksteelru"
Металлопрокат,Костромская область,,Трансрегионметалл,+7 (961) 129-19-19,,,https://vk.com/metalloprokat44
Металлопрокат,Костромская область,,Ивстройснаб,+7 (920) 361-48-53,,,
Металлопрокат,Костромская область,,Железка,+7 (915) 814-90-62,,,
Металлопрокат,Костромская область,,Металл Сервис,+7 (4942) 43-01-52,,www.metser44.ru,
Металлопрокат,Костромская область,,ТД Сталь Трейд Кострома,+7 (4942) 45-22-14,,stroyopt.com,
Металлопрокат,Костромская область,,Лесоторговая база № 1,+7 (910) 802-33-33,,leskostroma.ru,
Металлопрокат,Костромская область,,Металлоторг,+7 (4942) 22-07-21,,metallotorg.kostroma7.ru,
Строительная компания,Москва,,СК Небо,+7 (495) 172-46-03,"Евро ремонт,Капитальный ремонт,Косметический ремонт",sknebo.ru,https://www.instagram.com/sk.nebo/
Металлопрокат,Московская область,,Робметаллсталь,+7 (495) 211-19-99,"Арматура А-3 500С 28 мм,Балка двутавровая 16 Б1,Винтовая свая 76х250х1000",robmetalstal.ru,"https://vk.com/club174600576,https://www.facebook.com/robmetallstal/?ref=settings,https://www.instagram.com/robmetallstal/"
Металлопрокат,Курская область,,Металлоторг,+7 (4712) 39-04-95,,www.metallotorg.ru,
Металлопрокат,Липецкая область,,Металлтрест,+7 (4742) 57-57-72,,www.kovaleva101.ru,"https://vk.com/id617092317,https://wa.me/89005990229"
Строительная компания,Липецкая область,,СпецСтрой,+7 (4742) 71-60-16,,spc48.ru,"http://facebook.com/specstroy48,http://instagram.com/specstroy48,http://ok.ru/lipetsk.spetsstroy,http://vk.com/public177187924"
Цветной металл,Липецкая область,,МеталлКомПрофиль,+7 (4742) 56-11-23,,lip-proflist.ru,
Цветной металл,Орловская область,,ОрМет,+7 (4862) 33-11-31,,ormet.su,
Цветной металл,Орловская область,,Лом цветных металлов,,,,
Цветной металл,Орловская область,,Эксперимент-металл,+7 (920) 080-91-58,,exp-metal.tb.ru,
Цветной металл,Орловская область,,ОрМет,+7 (48677) 3-47-69,,ormet.su,
Цветной металл,Орловская область,,ОрМет,+7 (4862) 33-11-31,,ormet.su,
Цветной металл,Орловская область,,Бастион,+7 (906) 665-87-77,,basmet.net,
Цветной металл,Орловская область,,ОрМет,+7 (4862) 33-11-31,,ormet.su,
Цветной металл,Орловская область,,Прием металлолома. Прием лома,+7 (977) 255-56-07,,,https://vk.com/priemlomaorel
Цветной металл,Орловская область,,Мет Пром,+7 (4862) 48-25-54,,ormet.su,
Цветной металл,Орловская область,,Мценскпрокат,+7 (495) 291-09-14,,www.mzenskprokat.ru,https://www.instagram.com/mzenskprokat/
Чёрный металлопрокат,Орловская область,,ЛСК-Орёл,+7 (919) 262-63-73,,www.lsk-russia.ru,
Чёрный металлопрокат,Орловская область,,Сталькрон,+7 (48646) 9-17-00,,stalcron.ru,
Чёрный металлопрокат,Орловская область,,Профит Мет,+7 (4862) 48-76-48,,rusmetlom.ru,
Чёрный металлопрокат,Орловская область,,Орел Металл-Инвест,,,,
Чёрный металлопрокат,Орловская область,,ТрейдСтальМаркет,+7 (4862) 22-10-86,,orel.tradesteelmarket.ru,
Чёрный металлопрокат,Орловская область,,Металлообработка-Орёл,,,www.stanokmetall.ru,
Чёрный металлопрокат,Орловская область,,Вторчермет НЛМК,+7 (962) 475-20-30,,lompro.ru,
Чёрный металлопрокат,Орловская область,,ПКФ Айсберг АС,+7 (4862) 44-53-94,,oryol.asmetalloprokat.ru,
Чёрный металлопрокат,Орловская область,,Ормет,+7 (910) 748-25-54,,ormet.su,
Чёрный металлопрокат,Орловская область,,ВторчерметОрел,+7 (930) 063-10-40,,orellom.ru,https://wa.me/89300631040
Строительные материалы,Орловская область,,Эко-Строй 57,+7 (4862) 49-07-97,,ekostroy57.ru,
Строительные материалы,Орловская область,,БетонСтрой,+7 (910) 748-02-80,,betonstroy-orel.ru,
Строительные материалы,Орловская область,,Кубометр,+7 (48676) 2-48-89,,www.kubmetr.com,https://vk.com/club155390217
Строительные материалы,Орловская область,,Сетка Орел,+7 (4862) 36-90-53,,setka-orel.ru,
Строительные материалы,Орловская область,,Стройматериалы,+7 (4862) 54-12-12,,www.arsenal-orel.ru,"https://ok.ru/profile/590363272477,https://vk.com/arsenalorel57"
Строительные материалы,Орловская область,,Мир дерева,+7 (4862) 44-53-81,,57stroy.ru,
Строительные материалы,Орловская область,,Весёлый-Строитель.рф,+7 (920) 287-02-43,,,
Строительные материалы,Орловская область,,Дорстрой 57,+7 (4862) 48-55-44,,,
Строительные материалы,Орловская область,,Лесоторговая база,+7 (4862) 71-48-01,,leso-torg.ru,https://vk.com/lesotorgovayavorle
Торгово-производственная компания,Орловская область,,ПромВент,+7 (4862) 44-40-07,,www.promvent.net,
Торгово-производственная компания,Орловская область,,Орловская промышленная компания - Машиностроение,+7 (4862) 36-06-81,,opk-mash.tiu.ru,
Цветной металл,Липецкая область,,Фортис Металл и Дизайн,8 (800) 777-19-87,,lipeck.fortis-steel.ru,"https://twitter.com/DesignFortis,https://vk.com/public158919452,https://www.facebook.com/fortissteel/,https://www.instagram.com/fortis_metaldesign/"
Цветной металл,Липецкая область,,Метресурс,+7 (999) 750-91-65,,,
Цветной металл,Липецкая область,,Вторцветмет,+7 (4742) 41-92-93,,,
Цветной металл,Липецкая область,,Велунд Сталь,+7 (4742) 56-33-71,,lipetsk.gkws.ru,"http://facebook.com/wolandsteel,http://instagram.com/woland_steel,http://vk.com/woland_steel"
Цветной металл,Липецкая область,,"Стальторг, склад",8 (800) 707-18-83,,staltorg.su,"https://vk.com/club156705059,https://www.instagram.com/_steelgroup_/"
Цветной металл,Липецкая область,,Юрса,+7 (4742) 90-61-61,,priemloma48.ru,
Цветной металл,Липецкая область,,Металлолом 48,+7 (906) 595-84-90,,metallolom48.ru,
Чёрный металлопрокат,Липецкая область,,Лом Инвест,+7 (4742) 54-50-84,Черный лом от,lipeck.lom-invest.ru,https://vk.com/priem_loma_v_lipecke
Чёрный металлопрокат,Липецкая область,,Металл Трейд,+7 (4742) 56-10-10,,metalltrade48.ru,
Чёрный металлопрокат,Липецкая область,,Стальной Фасад,+7 (4742) 90-70-70,,steelfasad.ru,https://vk.com/public.steelfasad
Чёрный металлопрокат,Липецкая область,,ТД Новолипецкий,+7 (4742) 56-36-06,,tdn48.ru,
Чёрный металлопрокат,Липецкая область,,Поландр,+7 (4742) 28-37-53,,polandr.ru,
Чёрный металлопрокат,Липецкая область,,Северсталь Маркет,8 (800) 350-59-63,,market.severstal.com,https://vk.com/severstalmarket
Строительные материалы,Липецкая область,,Общество с ограниченной ответственностью Газобетон 48,+7 (4742) 44-33-27,,,
Строительные материалы,Липецкая область,,Карьер Стройматериал,+7 (4742) 34-42-52,,lipkarier.ru,
Строительные материалы,Липецкая область,,База строительных материалов,+7 (4742) 76-96-49,,gazosilicat48.ru,
Строительные материалы,Липецкая область,,Основа,+7 (4742) 71-08-71,,sm-48.ru,
Строительные материалы,Липецкая область,,СтройМир,,,skidka-48.ru,
Строительные материалы,Липецкая область,,Стахановский,+7 (4742) 57-60-26,,,
Строительные материалы,Липецкая область,,Бонус,+7 (4742) 24-33-40,,bonus-centr.ru,
Строительные материалы,Липецкая область,,Строй двор,,,,
Строительные материалы,Липецкая область,,Уровень,+7 (4742) 50-70-25,,www.urn48.ru,"https://ok.ru/group/61373728620785,https://viber.click/89202478000,https://vk.com/urn48,https://wa.me/89202478000"
Строительные материалы,Липецкая область,,База Отделка,8 (800) 500-15-60,,www.bazaotdelka.ru,"http://instagram.com/baza_otdelka,https://vk.com/bazaotdelka,https://wa.me/79666667826"
Строительные материалы,Липецкая область,,Стройбаза КирпичёвЪ,+7 (4742) 39-32-18,,km-48.ru,"https://viber.click/79107391730,https://wa.me/79107391730"
Торгово-производственная компания,Липецкая область,,Сокольский мукомольный завод,+7 (4742) 22-96-14,,muka1.ru,
Торгово-производственная компания,Липецкая область,,Бекарт,+7 (4742) 51-93-63,,www.bekaert.com,"http://vk.com/club14759126,https://facebook.com/bekaertwire,https://instagram.com/bekaert_lipetsk?igshid=rq6rktycz73c,https://twitter.com/bekaert,https://www.youtube.com/c/Bekaertchannel"
Торгово-производственная компания,Липецкая область,,НПК Экотекс,+7 (4742) 78-33-43,,eccotexx.com,"http://facebook.com/eccotexx,https://www.instagram.com/eccotexx.company/,https://www.youtube.com/channel/UCLUGNchtQma8SeVA5H8wKXg"
Торгово-производственная компания,Липецкая область,,Стройбаза-Спектр,+7 (4742) 34-62-00,,spektr48.ru,
Торгово-производственная компания,Липецкая область,,Завод Стальнофф,8 (800) 505-04-25,,profnastillist.ru,"http://instagram.com/zavodstalnoff,https://vk.com/zavodstalnoff,https://www.facebook.com/завод-стальнофф-587017021368350"
Торгово-производственная компания,Липецкая область,,Торгово-производственная фирма,+7 (904) 681-11-33,,,
Торгово-производственная компания,Липецкая область,,ТК Липром,+7 (4742) 55-55-57,,liprom.ru,
Торгово-производственная компания,Липецкая область,,Лимак,8 (800) 350-18-50,,limak.ru,"https://facebook.com/limakcompany,https://vk.com/ao_limak,https://www.instagram.com/ao_limak/"
Торгово-производственная компания,Липецкая область,,Корбет,+7 (4742) 71-17-30,,maxarm.ru,
Торгово-производственная компания,Липецкая область,,Либойл,+7 (4742) 24-00-23,,liboil.ru,
Строительная компания,Липецкая область,,Липецкий Строитель,+7 (900) 599-00-69,,lipetsk-stroitel.ru,
Строительная компания,Липецкая область,,Капиталстрой,+7 (4742) 70-41-64,,,
Строительная компания,Липецкая область,,Утро,8 (800) 551-70-01,,utro48.pro,"https://t.me/Utrocompany_bot,https://vk.com/ck_utro,https://wa.me/79046864721,https://www.facebook.com/constructioncompanyUtro,https://www.instagram.com/ooo_utro/"
Цветной металл,Курская область,,Ломпроморел,+7 (930) 063-00-17,,lomvorle.ru,
Цветной металл,Курская область,,ПромМетРесурс,+7 (903) 642-34-40,,,
Цветной металл,Курская область,,Прием металлолома. Прием лома,+7 (977) 998-62-84,,,https://vk.com/priemlomaorel
Цветной металл,Курская область,,Виртус-С,+380 (67) 540-39-99,,virtus-s.com,
Цветной металл,Курская область,,ОрМет,+7 (4862) 33-11-31,,ormet.su,
Цветной металл,Курская область,,Велес +,+7 (4712) 58-03-38,,www.veleskursk.ru,
Цветной металл,Курская область,,Армета,8 (800) 505-02-76,,armeta.su,
Цветной металл,Курская область,,МеталлЭнергоХолдинг Курск,+7 (4712) 44-10-31,,kursk.metatorg.ru,"https://www.instagram.com/metatorg,https://www.youtube.com/channel/UC0QUodVjWcEOC6exUDUF7Kg"
Цветной металл,Курская область,,Титан,+7 (910) 313-32-33,,titan-kursk.ru,"http://facebook.com/politru,http://ok.ru/polit.ru,http://twitter.com/POLITRU_,http://youtube.com/c/politru_video,https://instagram.com/polit.ru/"
Цветной металл,Курская область,,Титан-Курск,+7 (4712) 34-24-30,,titan-kursk.ru,"http://facebook.com/politru,http://instagram.com/polit.ru,http://ok.ru/polit.ru,http://twitter.com/POLITRU_,http://youtube.com/c/politru_video"
Чёрный металлопрокат,Курская область,,Склад металлопроката,+7 (919) 171-14-64,,,
Чёрный металлопрокат,Курская область,,НаноЗавод,+7 (920) 260-33-32,,,https://vk.com/nanozavodkursk
Чёрный металлопрокат,Курская область,,База Сеймская,+7 (4712) 37-01-25,,cms46.ru,
Чёрный металлопрокат,Курская область,,Нержавейка,+7 (4712) 52-09-75,,,
Чёрный металлопрокат,Курская область,,Прием лома черных металлов,+7 (951) 319-55-69,,lom-kursk.ru,
Чёрный металлопрокат,Курская область,,ПМК Приём металлолома,+7 (920) 700-03-90,"А1,А6, а7,3а",lom57.ru,"https://vk.com/metallolom57,https://www.instagram.com/lom57.ru"
Строительные материалы,Курская область,,Строймаркет,+7 (47142) 2-26-94,,semenakursk.ru,
Строительные материалы,Курская область,,Центрметаллснаб,+7 (4712) 73-13-73,,stroybaza46.ru,
Строительные материалы,Курская область,,Юмис,+7 (4712) 73-07-70,,yumis46.ru,"https://ok.ru/group/58003231277228,https://vk.com/yumis46,https://wa.me/79606773333,https://www.instagram.com/yumis46.ru"
Строительные материалы,Курская область,,Строй курс,+7 (4712) 76-00-70,,evroremonte.ru,"http://www.twitter.com/hostcms,http://www.vk.com/hostcms"
Строительные материалы,Курская область,,Ремотделка,+7 (4712) 39-77-22,,www.remotdel-ka.ru,"http://vk.com/remotdelkakursk,https://www.instagram.com/remotdel_ka"
Торгово-производственная компания,Орловская область,,Классик Авто,+7 (4862) 25-52-20,,clasauto.ru,
Торгово-производственная компания,Орловская область,,Технопром,+7 (4862) 54-27-58,,www.technoprom-orel.ru,
Торгово-производственная компания,Орловская область,,Счетприбор,+7 (4862) 72-44-51,,www.schetpribor.ru,https://www.instagram.com/shetpribor/
Торгово-производственная компания,Орловская область,,АйВиСи,+7 (4862) 42-45-00,,www.ivcgroup.com,https://facebook.com/ivcgroupbe
Торгово-производственная компания,Орловская область,,Мастер,+7 (920) 801-13-10,,kromdok.ru,
Торгово-производственная компания,Орловская область,,Орёлтекмаш,+7 (4855) 28-05-20,,pr-t.ru,"http://vk.com/proekt_technika,http://www.youtube.com/user/ProektTechnika,https://www.facebook.com/ProektTechnika"
Торгово-производственная компания,Орловская область,,АО Протон,+7 (4862) 41-44-10,,www.proton-orel.ru,
Торгово-производственная компания,Орловская область,,Орловское УПП Металлоштамп,+7 (4862) 72-20-54,,uppvos-orel.ru,
Торгово-производственная компания,Орловская область,,Орловская торгово-промышленная палата,+7 (4862) 25-53-11,,orel.tpprf.ru,"http://facebook.com/orel.tpprf,http://instagram.com/orel.tpprf,https://vk.com/tpprf"
Строительная компания,Орловская область,,Орелстрой,+7 (4862) 99-92-54,,orelstroy.ru,"https://vk.com/orelstroy57,https://www.facebook.com/Oryolstroy,https://www.instagram.com/oryolstroy,https://www.ok.ru/group/54058280747089,https://www.youtube.com/channel/UCsHA_z32izDnc_SS5RUyevA"
Строительная компания,Орловская область,,Империал,+7 (953) 618-91-60,,www.ooo-imperial.ru,https://vk.com/orelimperial
Строительная компания,Орловская область,,Авилон,+7 (4862) 72-51-82,,avilon57.ru,
Строительная компания,Орловская область,,ИнмэжСтрой,+7 (4862) 72-04-05,,inmezhstroy-orel.ru,
Строительная компания,Орловская область,,ПСК Орион,+7 (4862) 78-35-25,,www.pskorion.ru,"http://vk.com/pskorion,https://ok.ru/group/54989455425536,https://wa.me/79624753530,https://www.instagram.com/pskorion/,https://www.youtube.com/channel/UCXHQRiHZE8OawX5oZbcszvQ"
Строительная компания,Орловская область,,СтройНовация,+7 (960) 645-60-00,,st-nv.ru,http://vk.com/stroynovatsiya
Строительная компания,Орловская область,,Рикс,+7 (4862) 49-04-00,,rhyx.ru,https://vk.com/id432254730
Строительная компания,Орловская область,,Строительное управление 5,+7 (4862) 47-61-00,,su5orel.ru,
Строительная компания,Орловская область,,Загородное,+7 (4862) 48-37-42,,kp-zagorodnoe.ru,https://vk.com/kpzagorodnoe
Строительная компания,Орловская область,,Альтаир,+7 (962) 482-55-55,,altair-orel.ru,
Строительная компания,Орловская область,,Орёлстрой,+7 (4862) 99-92-54,"2-ком квартира 60,8м2,2-ком. квартира 60,9м2,1-ком квартира 46,5м2",orelstroy.ru,"https://instagram.com/oryolstroy,https://ok.ru/group/54058280747089,https://vk.com/orelstroy57,https://www.facebook.com/Oryolstroy,https://www.youtube.com/channel/UCsHA_z32izDnc_SS5RUyevA"
Строительная компания,Орловская область,,Орелстрой,+7 (4862) 99-92-54,,orelstroy.ru,"https://ok.ru/group/54058280747089,https://vk.com/orelstroy57,https://www.facebook.com/Oryolstroy,https://www.instagram.com/oryolstroy,https://www.youtube.com/channel/UCsHA_z32izDnc_SS5RUyevA"
Металлопрокат,Орловская область,,Титан,+7 (4742) 24-33-46,,titan48.ru,"https://viber.click/79601532096,https://wa.me/79601532096"
Металлопрокат,Орловская область,,МеталлоГрад,+7 (4742) 25-14-15,,metallograd48.ru,
Металлопрокат,Орловская область,,Стальторг,8 (800) 707-18-83,,staltorg.su,
Металлопрокат,Орловская область,,Строй market,+7 (953) 819-99-91,,,
Металлопрокат,Орловская область,,РуссМет,+7 (4862) 44-50-50,"Лист холоднокатаный 08ПС 0,6х1,25х2,5,Лист холоднокатаный 08ПС 0,5x1,25x2,5,Лист холоднокатаный 08ПС 1х1,25х2,5",rusmetorel.ru,https://wa.me/89103011622
Металлопрокат,Орловская область,,Орловская металлобаза,+7 (4862) 44-45-00,,www.om-baza.ru,
Металлопрокат,Орловская область,,СтройБаза48,+7 (4742) 90-63-06,,стройбаза48.рф,
Металлопрокат,Орловская область,,Промизделия - завод кровли,+7 (4742) 76-79-99,,www.zskl.ru,
Строительная компания,Липецкая область,,Союз,+7 (4742) 57-01-57,,souz-lipetsk.ru,"http://facebook.com/souzlipetsk,http://instagram.com/souz_lipetsk,https://vk.com/souz_lipetsk,https://wa.me/79038677577,https://www.youtube.com/channel/UCFTLwtoJG6wNPMMVOJWDqDg"
Строительная компания,Липецкая область,,СК Липецк Дом,+7 (4742) 24-20-20,,новоселкино.рф,
Строительная компания,Липецкая область,,Трест Липецкстрой,+7 (4742) 43-01-50,,www.lipetskstroy.ru,"http://facebook.com/lipetskstroy,http://vk.com/pobeda_lip,http://www.youtube.com/channel/UCzFR8Y6k2K_XSZm5WpchGSQ"
Строительная компания,Липецкая область,,Ремстройсервис,+7 (4742) 51-63-93,,,"http://instagram.com/rem_stroy_servis,http://ok.ru/group/53057700823108,http://vk.com/zaoremstroyservis,http://www.facebook.com/ЗАО-Ремстройсервис-1399295946980469"
Строительная компания,Липецкая область,,СУ-12 АПК-Строй,+7 (4742) 72-72-18,,,
Строительная компания,Липецкая область,,Астарта,+7 (904) 288-21-35,,astarta-48.ru,"http://vk.com/astarta48,https://viber.click/79202439243,https://wa.me/79202439243,https://www.instagram.com/ooo_astarta48"
Строительная компания,Липецкая область,,Строим Дом,+7 (4742) 52-23-57,,stroimdom48.ru,https://ok.ru/group/54555177844877
Металлопрокат,Липецкая область,,Ласар,8 (800) 770-73-48,,lasar.ru,"https://vk.com/public170052423,https://www.facebook.com/groups/lasarlipetsk/,https://www.instagram.com/lasar.lstk,https://www.youtube.com/channel/UCpzKRnrO4vW1Gm1LFypdGSg"
Металлопрокат,Липецкая область,,Спецсталь,+7 (4742) 55-91-01,,specstal48.ru,"https://ok.ru/group/57470913675285,https://twitter.com/NCGgCrMMB5l1hUv,https://vk.com/specstal48_ru,https://www.instagram.com/specstal48/"
Металлопрокат,Липецкая область,,Металлопрокат,+7 (4742) 37-85-42,,lmetall.ru,https://wa.me/79058558229
Металлопрокат,Липецкая область,,ГК ДеКа-Строй,8 (800) 700-87-70,,www.dekastroymet.ru,"https://vk.com/dekastroymet,https://wa.me/89051780931,https://www.instagram.com/deka_stroy,https://www.youtube.com/channel/UCEMVti76KvYP6XzJIRFGCGA"
Металлопрокат,Липецкая область,,Кровля-Л,+7 (4742) 71-47-71,,krovlya-l.ru,"https://viber.click/79205166868,https://wa.me/79205166868,https://www.instagram.com/krovlya_l"
Металлопрокат,Липецкая область,,Промсталь,+7 (4742) 37-56-98,,shtrips.ctlx.ru,
Металлопрокат,Липецкая область,,Новолипецкий металлургический комбинат,+7 (4742) 44-40-09,,lipetsk.nlmk.com,"http://facebook.com/nlmk.press,http://instagram.com/nlmk_group,http://vk.com/nlmk_ru,http://www.youtube.com/user/nlmkonair,https://twitter.com/nlmk"
Металлопрокат,Липецкая область,,Металлоторг,+7 (4742) 75-89-75,,www.metallotorg.ru,
Металлопрокат,Липецкая область,,Стальной Двор,+7 (961) 602-55-13,,sd48.ru,
Металлопрокат,Липецкая область,,Стальной Лев,+7 (4742) 37-02-77 [object Object],,metalsl.ru,
Строительные материалы,Курская область,,Стройматериалы,+7 (4712) 26-17-44,,,
Строительные материалы,Курская область,,Курские Строительные Материалы,+7 (920) 730-02-71,,www.ksm46.ru,
Строительные материалы,Курская область,,СтройГигант,+7 (4712) 73-17-00,,stroygigant.ru,"https://vk.com/stroygigantru,https://www.instagram.com/stroygigant"
Строительные материалы,Курская область,,Стройресурс,8 (800) 600-07-00,,www.tk-stroyresurs.ru,"https://ok.ru/profile/576964200074,https://viber.click/79611905335,https://vk.com/gkstroyresurs,https://wa.me/79611905335,https://www.instagram.com/gkstroyresurs/"
Торгово-производственная компания,Курская область,,КурскХимПром,+7 (4712) 77-01-52,,kurskhimprom.ru,"https://twitter.com/kurskhimprom,https://vk.com/kurskhimprom"
Торгово-производственная компания,Курская область,,ДариМир,+7 (4712) 58-41-44,,darimir.com,"http://facebook.com/pages/%D0%A2%D0%9F%D0%9A-%D0%94%D0%B0%D1%80%D0%B8%D0%9C%D0%B8%D1%80/213560632149565,http://vk.com/club58298021"
Торгово-производственная компания,Курская область,,Вти-сервис,+7 (4712) 78-77-78,,vti-service.ru,"http://facebook.com/vti.service.kursk,https://ok.ru/group/53351758037139,https://twitter.com/KurskVti,https://vk.com/vti.service,https://www.instagram.com/vti.service.kursk,https://www.youtube.com/channel/UCcn3hK3zrknWd1m_eQ3nbfg"
Торгово-производственная компания,Курская область,,Стеллаж 46,+7 (920) 727-75-56,,stellag46.ru,
Торгово-производственная компания,Курская область,,Курский молочный комбинат,+7 (4712) 40-02-28,,makmol.ru,"https://ok.ru/group/58994152702014,https://vk.com/club164895859,https://www.facebook.com/groups/1797263503670517/"
Металлопрокат,Орловская область,,Металлоторг,+7 (4862) 49-78-28,,www.metallotorg.ru,
Торгово-производственная компания,Курская область,,ПромЛесТорг,,,,
Торгово-производственная компания,Курская область,,Славита,+7 (4712) 37-55-67,,slavita.ru,"https://vk.com/slavita_rus,https://www.facebook.com/slavita.rus/,https://www.instagram.com/slavita.rus/"
Торгово-производственная компания,Курская область,,Грибная радуга,,,,https://instagram.com/gribnayaraduga
Торгово-производственная компания,Курская область,,КурскПолимер,+7 (951) 329-29-29,,filimonovaludmila1.wixsite.com,https://vk.com/kurskpolimer
Торгово-производственная компания,Курская область,,Курская торгово-промышленная палата,+7 (4712) 70-02-38,,kursk.tpprf.ru,"http://www.youtube.com/user/tpprfru,https://twitter.com/tpprf_ru,https://vk.com/kursktpp,https://www.facebook.com/tpprf,https://www.instagram.com/tpprf/"
Строительная компания,Курская область,,СтройДом,+7 (47131) 2-34-96,,,
Торгово-производственная компания,Курская область,,Производственная компания,+7 (930) 762-26-42,,,
Строительная компания,Курская область,,БАЗУ-Русь,8 (800) 250-63-68,,basu-rus.com,
Строительная компания,Курская область,,Инженер,+7 (4712) 39-44-84,,ingener-kursk.ru,"https://vk.com/club145223721,https://www.youtube.com/channel/UC_o1h7UWRa9P9Qb-3xWJnpA"
Строительная компания,Курская область,,Курскэнергоспецремонт,,,,
Строительная компания,Курская область,,Уют15+,+7 (920) 266-52-52,,uyut15.com,"https://ok.ru/group/56931188539620,https://vk.com/remontkvartir_kursk,https://www.instagram.com/remont_kvartir_kursk,https://www.youtube.com/channel/UC_OzgCAH6BYx03UOM8HfS7w"
